,id,sdbid,name,_r,raj2000,dej2000,pmra,pmde,main_id,sp_type,sp_bibcode,plx_value,plx_err,plx_bibcode,type_short,type_long,star_comp_no,teff,e_teff,plx_arcsec,e_plx_arcsec,lstar,e_lstar,rstar,e_rstar,logg,e_logg,mh,e_mh,a_v,distance,lstar_1pc,e_lstar_1pc,disk_r_comp_no,temp,e_temp,ldisk_lstar,e_ldisk_lstar,rdisk_bb,e_rdisk_bb,ldisk_1pc,e_ldisk_1pc,lam0,e_lam0,beta,e_beta,dmin,e_dmin,q,e_q,model_comps,parameters,evidence,chisq,dof,model_mtime,url,phot_url,mnest_url,model_url,ang_size_band7
97,sdb-v2-161819.29-044133.0,sdb-v2-161819.29-044133.0,HIP 79882,-1.0,244.58037393,-4.69250957,83.4,40.58,* eps Oph,G9.5IIIbFe-0.5,1989ApJS...71..245K,30.64,0.2,2007A&A...474..653V,PM*,High proper-motion Star,0,4956.1,18.4664,0.03064,0.0002,59.7736,1.09049,10.4908,0.105597,3.10312,0.498752,0.316945,0.101355,0.0,32.637075718015666,0.0560803,0.000824977,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.956103e+03,3.103116e+00,3.169455e-01,-9.855808e-01]",-42.2248,47.7518,21,1665340468.744425,http://drgmk.com/sdb/seds/masters/sdb-v2-161819.29-044133.0/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-161819.29-044133.0/public/sdb-v2-161819.29-044133.0-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-161819.29-044133.0/public/sdb-v2-161819.29-044133.0-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-161819.29-044133.0/public/sdb-v2-161819.29-044133.0-mnest/phoenix_m_.json,0.002978602534092107
98,sdb-v2-162111.31-253534.1,sdb-v2-162111.31-253534.1,HIP 80112,0.372,245.2971316,-25.5928176,-9.441,-14.223,* sig Sco,O9.5(V)+B7(V),1980ApJS...44..489B,4.68,0.6,2007A&A...474..653V,bC*,Variable Star of beta Cep type,0,7736.08,39.1723,0.00468,0.0006,2899.07,809.982,29.9312,4.06026,4.46201,0.0359817,-3.20918,0.467895,0.0,213.67521367521366,0.0638247,0.00107679,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[7.736083e+03,4.462006e+00,-3.209175e+00,-1.703788e+00]",-222.498,408.343,26,1665340545.8613288,http://drgmk.com/sdb/seds/masters/sdb-v2-162111.31-253534.1/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-162111.31-253534.1/public/sdb-v2-162111.31-253534.1-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-162111.31-253534.1/public/sdb-v2-162111.31-253534.1-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-162111.31-253534.1/public/sdb-v2-162111.31-253534.1-mnest/phoenix_m_.json,0.0012980313094552855
100,sdb-v2-163013.20+212922.6,sdb-v2-163013.20+212922.6,HIP 80816,-1.0,247.55499811,21.48961133,-99.15,-15.39,* bet Her,G7IIIaFe-0.5,1989ApJS...71..245K,23.44,0.58,2007A&A...474..653V,SB*,Spectroscopic Binary,0,5086.92,21.9061,0.02344,0.00058,146.821,7.10942,15.6189,0.383311,3.67336,0.43213,0.296629,0.126768,0.0,42.66211604095563,0.0804453,0.000954267,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[5.086917e+03,3.673355e+00,2.966287e-01,-8.739761e-01]",-24.9709,13.2868,20,1665340632.741696,http://drgmk.com/sdb/seds/masters/sdb-v2-163013.20+212922.6/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-163013.20+212922.6/public/sdb-v2-163013.20+212922.6-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-163013.20+212922.6/public/sdb-v2-163013.20+212922.6-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-163013.20+212922.6/public/sdb-v2-163013.20+212922.6-mnest/phoenix_m_.json,0.003392526414560634
101,sdb-v2-163552.95-281257.7,sdb-v2-163552.95-281257.7,HIP 81266,0.377,248.9706284,-28.2160364,-7.645,-17.948,* tau Sco,B0.2V,2006MNRAS.370..629D,6.88,0.53,2007A&A...474..653V,*,Star,0,28699.6,249.927,0.00688,0.00053,18200.6,2795.43,5.47505,0.413999,2.49811,0.0399801,-2.28114,0.379083,0.0,145.34883720930233,0.856197,0.0217077,1,188.194,13.8906,2.61812e-07,2.77252e-08,295.287,48.4615,2.24023e-07,2.24018e-08,249.758,255.974,1.4558,1.02931,None,None,None,None,"('phoenix_m', 'modbb_disk_r')","[2.869959e+04,2.498106e+00,-2.281138e+00,-2.850411e+00,2.274605e+00,2.397520e+00,1.455805e+00,-7.068170e-01,9.317125e-01,9.249100e-01,9.682010e-01,9.846064e-01]",-186.883,276.346,400,1658970274.414103,http://drgmk.com/sdb/seds/masters/sdb-v2-163552.95-281257.7/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-163552.95-281257.7/public/sdb-v2-163552.95-281257.7-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-163552.95-281257.7/public/sdb-v2-163552.95-281257.7-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-163552.95-281257.7/public/sdb-v2-163552.95-281257.7-mnest/phoenix_m+modbb_disk_r_.json,0.00034905327248018804
102,sdb-v2-163709.54-103401.5,sdb-v2-163709.54-103401.5,HIP 81377,0.436,249.2896752,-10.567141,27.661,37.195,* zet Oph,O9.2IVnn,2014ApJS..211...10S,8.91,0.2,2007A&A...474..653V,Be*,Be Star,0,15492.3,96.0809,0.00891,0.0002,3772.85,194.366,8.53033,0.201889,2.01548,0.0101854,-1.14325,0.12154,0.0,112.23344556677891,0.300586,0.0059667,1,161.189,8.8504,7.70998e-07,7.66031e-08,183.844,20.589,2.30903e-07,2.17698e-08,13.738,0.619406,1.9734,0.425919,None,None,None,None,"('phoenix_m', 'modbb_disk_r')","[1.549231e+04,2.015477e+00,-1.143247e+00,-2.237168e+00,2.207336e+00,1.137923e+00,1.973399e+00,-1.249857e-02,7.819102e-01,7.697005e-01,7.781782e-01,7.683004e-01]",-1093.38,2068.4,399,1665341952.7800379,http://drgmk.com/sdb/seds/masters/sdb-v2-163709.54-103401.5/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-163709.54-103401.5/public/sdb-v2-163709.54-103401.5-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-163709.54-103401.5/public/sdb-v2-163709.54-103401.5-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-163709.54-103401.5/public/sdb-v2-163709.54-103401.5-mnest/phoenix_m+modbb_disk_r_.json,0.000704301677088806
103,sdb-v2-164117.16+313609.8,sdb-v2-164117.16+313609.8,HIP 81693,-1.0,250.32150433,31.6027187,-461.52,342.28,* zet Her,G0IV,1989ApJS...71..245K,93.32,0.47,2007A&A...474..653V,SB*,Spectroscopic binary,0,11959.5,4860.32,0.09332,0.00047,76.1579,101.964,2.04907,0.370389,3.13172,0.82019,-2.5837,1.21791,0.0,10.715816545220745,0.666401,0.881998,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[1.195949e+04,3.131719e+00,-2.583700e+00,-1.437087e+00]",-13.7018,22.7847,15,1665340756.4666271,http://drgmk.com/sdb/seds/masters/sdb-v2-164117.16+313609.8/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-164117.16+313609.8/public/sdb-v2-164117.16+313609.8-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-164117.16+313609.8/public/sdb-v2-164117.16+313609.8-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-164117.16+313609.8/public/sdb-v2-164117.16+313609.8-mnest/phoenix_m_.json,0.0017719306123280638
104,sdb-v2-165009.81-341735.6,sdb-v2-165009.81-341735.6,HIP 82396,-1.0,252.54087839,-34.29323159,-614.85,-255.98,* eps Sco,K1III,2006AJ....132..161G,51.19,0.22,2007A&A...474..653V,PM*,High proper-motion Star,0,4673.41,18.7316,0.05119,0.00022,60.1968,0.729033,11.8349,0.116961,2.29152,0.169078,0.376085,0.106629,0.0,19.535065442469232,0.157786,0.00135414,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.673412e+03,2.291519e+00,3.760854e-01,-4.349716e-01]",-29.3073,20.5351,18,1665340900.700062,http://drgmk.com/sdb/seds/masters/sdb-v2-165009.81-341735.6/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-165009.81-341735.6/public/sdb-v2-165009.81-341735.6-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-165009.81-341735.6/public/sdb-v2-165009.81-341735.6-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-165009.81-341735.6/public/sdb-v2-165009.81-341735.6-mnest/phoenix_m_.json,0.005613903050991968
105,sdb-v2-165152.23-380250.4,sdb-v2-165152.23-380250.4,HIP 82514,0.403,252.9675654,-38.0473987,-0.84,-18.506,* mu.01 Sco,B1V+B,1975A&AS...19...91L,3.7265,0.6859,2018yCat.1345....0G,bL*,Eclipsing binary of beta Lyr type (semi-detached),0,20296.3,258.903,0.0037265,0.0006859,21552.8,8491.57,11.8287,2.31192,4.11553,0.32135,0.426958,0.0689508,0.0,268.3483161143164,0.297877,0.0102391,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[2.029635e+04,4.115530e+00,4.269577e-01,-2.709132e+00]",-33.7442,36.3131,16,1665340968.459706,http://drgmk.com/sdb/seds/masters/sdb-v2-165152.23-380250.4/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-165152.23-380250.4/public/sdb-v2-165152.23-380250.4-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-165152.23-380250.4/public/sdb-v2-165152.23-380250.4-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-165152.23-380250.4/public/sdb-v2-165152.23-380250.4-mnest/phoenix_m_.json,0.0004084635702132438
106,sdb-v2-165740.10+092230.1,sdb-v2-165740.10+092230.1,HIP 83000,0.013,254.417071,9.37503,-293.3,-10.7,* kap Oph,K2III,1989ApJS...71..245K,35.66,0.2,2007A&A...474..653V,LP?,Long Period Variable candidate,0,4609.79,10.4671,0.03566,0.0002,53.6666,0.69698,11.4879,0.0911251,2.0431,0.0375016,0.122597,0.031478,0.0,28.042624789680318,0.0682712,0.000392717,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.609795e+03,2.043096e+00,1.225965e-01,-7.750615e-01]",-92.1389,138.645,19,1665341039.642783,http://drgmk.com/sdb/seds/masters/sdb-v2-165740.10+092230.1/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-165740.10+092230.1/public/sdb-v2-165740.10+092230.1-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-165740.10+092230.1/public/sdb-v2-165740.10+092230.1-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-165740.10+092230.1/public/sdb-v2-165740.10+092230.1-mnest/phoenix_m_.json,0.003796095865299278
107,sdb-v2-171022.68-154329.9,sdb-v2-171022.68-154329.9,HIP 84012,0.936,257.5945287123,-15.724906643,40.13,99.17,* eta Oph,A2IV-V,2006AJ....132..161G,36.91,0.8,2007A&A...474..653V,**,Double or multiple star,0,8701.9,185.945,0.03691,0.0008,65.2623,5.1279,3.5575,0.0851166,4.18599,0.346098,-1.10545,1.4888,0.0,27.0929287455974,0.0890328,0.00644788,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[8.701899e+03,4.185989e+00,-1.105445e+00,-1.764358e+00]",-23.1764,16.822,21,1665341184.448899,http://drgmk.com/sdb/seds/masters/sdb-v2-171022.68-154329.9/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-171022.68-154329.9/public/sdb-v2-171022.68-154329.9-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-171022.68-154329.9/public/sdb-v2-171022.68-154329.9-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-171022.68-154329.9/public/sdb-v2-171022.68-154329.9-mnest/phoenix_m_.json,0.001216757803100386
109,sdb-v2-171502.83+364833.0,sdb-v2-171502.83+364833.0,HIP 84380,0.427,258.7618137,36.8091441,-28.143,6.964,* pi. Her,K3II,1989ApJS...71..245K,8.66,0.12,2007A&A...474..653V,V*,Variable Star,0,4241.53,6.23563,0.00866,0.00012,1290.9,35.6109,66.4844,0.943283,2.03435,0.0307641,0.461831,0.0324509,0.0,115.47344110854505,0.0968084,0.000576832,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.241534e+03,2.034347e+00,4.618307e-01,-4.786136e-01]",-47.436,48.7936,19,1665341328.1556349,http://drgmk.com/sdb/seds/masters/sdb-v2-171502.83+364833.0/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-171502.83+364833.0/public/sdb-v2-171502.83+364833.0-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-171502.83+364833.0/public/sdb-v2-171502.83+364833.0-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-171502.83+364833.0/public/sdb-v2-171502.83+364833.0-mnest/phoenix_m_.json,0.005335226135444565
110,sdb-v2-173045.84-371744.9,sdb-v2-173045.84-371744.9,HIP 85696,-1.0,262.69098801,-37.29581348,-2.37,-30.09,* ups Sco,B2IV,1969ApJ...157..313H,5.66,0.18,2007A&A...474..653V,*,Star,0,20968.0,2547.23,0.00566,0.00018,16319.0,5817.4,9.2882,0.705185,3.42474,0.832457,-2.93086,1.81332,0.0,176.67844522968198,0.509651,0.184878,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[2.096797e+04,3.424740e+00,-2.930862e+00,-2.544373e+00]",-34.8475,129.462,18,1665341516.4312398,http://drgmk.com/sdb/seds/masters/sdb-v2-173045.84-371744.9/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-173045.84-371744.9/public/sdb-v2-173045.84-371744.9-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-173045.84-371744.9/public/sdb-v2-173045.84-371744.9-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-173045.84-371744.9/public/sdb-v2-173045.84-371744.9-mnest/phoenix_m_.json,0.00048715052583277174
111,sdb-v2-173150.49-495234.1,sdb-v2-173150.49-495234.1,HIP 85792,-1.0,262.96038137,-49.87614501,-33.27,-67.22,* alf Ara,B2Vne,2006MNRAS.371..252L,12.2,0.85,2007A&A...474..653V,Be*,Be Star,0,15263.3,424.795,0.0122,0.00085,1513.05,239.044,5.53631,0.425812,2.1927,0.138185,-1.39548,0.714735,0.0,81.96721311475409,0.225277,0.016211,1,571.268,36.0945,0.000766802,0.000106517,9.22152,1.40746,0.000172046,2.1101e-05,258.795,265.243,1.47454,0.97578,None,None,None,None,"('phoenix_m', 'modbb_disk_r')","[1.526326e+04,2.192704e+00,-1.395484e+00,-2.334136e+00,2.756840e+00,2.412956e+00,1.474542e+00,2.507952e-01]",-50.6939,51.6811,15,1665341596.396408,http://drgmk.com/sdb/seds/masters/sdb-v2-173150.49-495234.1/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-173150.49-495234.1/public/sdb-v2-173150.49-495234.1-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-173150.49-495234.1/public/sdb-v2-173150.49-495234.1-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-173150.49-495234.1/public/sdb-v2-173150.49-495234.1-mnest/phoenix_m+modbb_disk_r_.json,0.0006258862587686479
112,sdb-v2-173336.52-370613.8,sdb-v2-173336.52-370613.8,HIP 85927,-1.0,263.40216718,-37.10382355,-8.53,-30.8,* lam Sco,B2IV+DA7.9,2013MNRAS.435.2077H,5.71,0.75,2007A&A...474..653V,bC*,beta Cep Variable,0,24764.6,368.552,0.00571,0.00075,60491.5,17356.1,13.5036,1.88992,4.06386,0.432591,-2.14586,1.21187,0.0,175.13134851138355,1.97769,0.130215,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[2.476459e+04,4.063858e+00,-2.145861e+00,-2.231819e+00]",-21.5375,19.5431,13,1665341591.3681998,http://drgmk.com/sdb/seds/masters/sdb-v2-173336.52-370613.8/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-173336.52-370613.8/public/sdb-v2-173336.52-370613.8-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-173336.52-370613.8/public/sdb-v2-173336.52-370613.8-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-173336.52-370613.8/public/sdb-v2-173336.52-370613.8-mnest/phoenix_m_.json,0.0007144977397520952
113,sdb-v2-173456.07+123336.1,sdb-v2-173456.07+123336.1,HIP 86032,-1.0,263.73362272,12.56003739,108.07,-221.57,* alf Oph,A5IVnn,2001AJ....121.2148G,67.13,1.06,2007A&A...474..653V,**,Double or multiple star,0,7846.84,25.1085,0.06713,0.00106,25.2778,0.808706,2.71965,0.0449352,3.35233,0.0322842,-0.0802984,0.135295,0.0,14.896469536719799,0.113758,0.000913129,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[7.846837e+03,3.352333e+00,-8.029844e-02,-1.477328e+00]",-35.4515,29.5095,19,1665341660.918428,http://drgmk.com/sdb/seds/masters/sdb-v2-173456.07+123336.1/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-173456.07+123336.1/public/sdb-v2-173456.07+123336.1-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-173456.07+123336.1/public/sdb-v2-173456.07+123336.1-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-173456.07+123336.1/public/sdb-v2-173456.07+123336.1-mnest/phoenix_m_.json,0.0016917837543581663
114,sdb-v2-173719.13-425952.2,sdb-v2-173719.13-425952.2,HIP 86228,-1.0,264.32970772,-42.99782799,5.54,-3.12,* tet Sco,F1III,1989ApJS...69..301G,10.86,1.49,2007A&A...474..653V,*,Star,0,6438.66,22.9593,0.01086,0.00149,1275.36,349.124,28.6444,3.83319,2.06252,0.0490268,-0.212847,0.0394156,0.0,92.08103130755065,0.149785,0.00204379,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[6.438658e+03,2.062523e+00,-2.128469e-01,-1.014569e+00]",-32.6997,24.2161,16,1665341721.433304,http://drgmk.com/sdb/seds/masters/sdb-v2-173719.13-425952.2/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-173719.13-425952.2/public/sdb-v2-173719.13-425952.2-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-173719.13-425952.2/public/sdb-v2-173719.13-425952.2-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-173719.13-425952.2/public/sdb-v2-173719.13-425952.2-mnest/phoenix_m_.json,0.002882602381522109
115,sdb-v2-174229.28-390147.9,sdb-v2-174229.28-390147.9,HIP 86670,-1.0,265.62198,-39.02998308,-6.05,-25.54,* kap Sco,B1.5III,2009A&A...501..297Z,6.75,0.17,2007A&A...474..653V,bC*,beta Cep Variable,0,24375.2,312.953,0.00675,0.00017,19893.4,1534.15,7.97029,0.254881,3.96275,0.383108,-1.56563,0.970808,0.0,148.14814814814815,0.91251,0.0527497,1,11.6592,2.82894,0.000240743,0.00065995,79582.0,40658.2,0.000213247,0.000603871,204.772,309.747,1.44924,0.877657,None,None,None,None,"('phoenix_m', 'modbb_disk_r')","[2.437525e+04,3.962753e+00,-1.565633e+00,-2.538988e+00,1.066670e+00,2.311271e+00,1.449244e+00,7.552617e+00]",-29.0751,26.4143,11,1665341759.988739,http://drgmk.com/sdb/seds/masters/sdb-v2-174229.28-390147.9/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-174229.28-390147.9/public/sdb-v2-174229.28-390147.9-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-174229.28-390147.9/public/sdb-v2-174229.28-390147.9-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-174229.28-390147.9/public/sdb-v2-174229.28-390147.9-mnest/phoenix_m+modbb_disk_r_.json,0.0004985320485029497
116,sdb-v2-174328.35+043402.3,sdb-v2-174328.35+043402.3,HIP 86742,-1.0,265.86813603,4.5673043,-41.45,159.34,* bet Oph,K2IIICN0.5,1989ApJS...71..245K,39.85,0.17,2007A&A...474..653V,PM*,High proper-motion Star,0,4652.74,8.78231,0.03985,0.00017,61.4904,0.60916,12.0644,0.083576,3.94097,0.0865476,0.460993,0.0343321,0.0,25.094102885821833,0.0976504,0.000536571,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.652736e+03,3.940966e+00,4.609927e-01,-6.355636e-01]",-103.457,163.465,20,1665341797.3975492,http://drgmk.com/sdb/seds/masters/sdb-v2-174328.35+043402.3/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-174328.35+043402.3/public/sdb-v2-174328.35+043402.3-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-174328.35+043402.3/public/sdb-v2-174328.35+043402.3-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-174328.35+043402.3/public/sdb-v2-174328.35+043402.3-mnest/phoenix_m_.json,0.004455015709618737
117,sdb-v2-174735.08-400737.2,sdb-v2-174735.08-400737.2,HIP 87073,-1.0,266.89617137,-40.12699704,0.01,-6.24,* iot01 Sco,F2Ia,1989ApJS...69..301G,1.69,0.15,2007A&A...474..653V,s*y,Yellow Supergiant,0,6995.41,30.881,0.00169,0.00015,15775.5,2879.32,85.3914,7.67221,2.01388,0.0115612,-0.0273683,0.0259954,0.0,591.7159763313609,0.0449543,0.000288223,1,699.499,246.855,0.00252305,0.00147728,20.0815,17.2869,0.000113397,6.68392e-05,16.806,5.63181,1.97381,0.72739,None,None,None,None,"('phoenix_m', 'modbb_disk_r')","[6.995413e+03,2.013875e+00,-2.736827e-02,-1.681435e+00,2.844787e+00,1.225463e+00,1.973810e+00,-2.391586e-01]",-357.725,651.353,15,1665341899.3369422,http://drgmk.com/sdb/seds/masters/sdb-v2-174735.08-400737.2/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-174735.08-400737.2/public/sdb-v2-174735.08-400737.2-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-174735.08-400737.2/public/sdb-v2-174735.08-400737.2-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-174735.08-400737.2/public/sdb-v2-174735.08-400737.2-mnest/phoenix_m+modbb_disk_r_.json,0.0013372605247449528
118,sdb-v2-174951.48-370235.8,sdb-v2-174951.48-370235.8,HIP 87261,-1.0,267.46450374,-37.04327638,41.717,11.975,* G Sco,K2III,2006AJ....132..161G,24.734,0.1575,2020yCat.1350....0G,*,Star,0,4637.59,19.9314,0.024734,0.0001575,115.424,1.72899,16.6431,0.176732,2.15874,0.107596,0.371695,0.0962008,0.0,40.43017708417563,0.0706855,0.000550366,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.637594e+03,2.158735e+00,3.716953e-01,-7.705610e-01]",-176.384,316.811,18,1665341863.171231,http://drgmk.com/sdb/seds/masters/sdb-v2-174951.48-370235.8/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-174951.48-370235.8/public/sdb-v2-174951.48-370235.8-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-174951.48-370235.8/public/sdb-v2-174951.48-370235.8-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-174951.48-370235.8/public/sdb-v2-174951.48-370235.8-mnest/phoenix_m_.json,0.0038145539818332406
119,sdb-v2-180548.49-302526.8,sdb-v2-180548.49-302526.8,HIP 88635,1.652,271.452034,-30.42409,-53.92,-180.9,* gam02 Sgr,K0+III,1989ApJS...71..245K,33.67,0.18,2007A&A...474..653V,PM*,High proper-motion Star,0,4843.67,16.4782,0.03367,0.00018,65.0502,1.06572,11.4481,0.113147,2.81657,0.464991,0.136421,0.0718142,0.0,29.700029700029702,0.0737417,0.000904271,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.843673e+03,2.816568e+00,1.364214e-01,-8.279102e-01]",-25.4838,12.5282,18,1665342006.557076,http://drgmk.com/sdb/seds/masters/sdb-v2-180548.49-302526.8/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-180548.49-302526.8/public/sdb-v2-180548.49-302526.8-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-180548.49-302526.8/public/sdb-v2-180548.49-302526.8-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-180548.49-302526.8/public/sdb-v2-180548.49-302526.8-mnest/phoenix_m_.json,0.003571837700151364
121,sdb-v2-182059.64-294941.2,sdb-v2-182059.64-294941.2,HIP 89931,-1.0,275.24851476,-29.82810164,32.54,-25.57,* del Sgr,K2.5IIIaCN0.5,1989ApJS...71..245K,9.38,0.18,2007A&A...474..653V,*,Star,0,4347.09,6.53212,0.00938,0.00018,1559.98,58.3929,69.6207,1.3394,2.03033,0.0248211,0.46768,0.029741,0.0,106.60980810234543,0.137172,0.000761583,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.347088e+03,2.030326e+00,4.676803e-01,-3.697806e-01]",-348.631,650.498,22,1665342079.9196851,http://drgmk.com/sdb/seds/masters/sdb-v2-182059.64-294941.2/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-182059.64-294941.2/public/sdb-v2-182059.64-294941.2-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-182059.64-294941.2/public/sdb-v2-182059.64-294941.2-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-182059.64-294941.2/public/sdb-v2-182059.64-294941.2-mnest/phoenix_m_.json,0.006051407651736698
122,sdb-v2-182118.60-025355.8,sdb-v2-182118.60-025355.8,HIP 89962,0.003,275.327502,-2.898826,-547.8,-701.0,* eta Ser,K0III-IV,1989ApJS...71..245K,53.93,0.18,2007A&A...474..653V,PM*,High proper-motion Star,0,4929.73,12.5782,0.05393,0.00018,18.6668,0.185806,5.92376,0.0414378,3.38646,0.315761,0.00815364,0.0577311,0.0,18.542555164101614,0.0542808,0.000393096,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.929727e+03,3.386463e+00,8.153637e-03,-9.909806e-01]",-29.9937,19.8703,23,1665342119.224164,http://drgmk.com/sdb/seds/masters/sdb-v2-182118.60-025355.8/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-182118.60-025355.8/public/sdb-v2-182118.60-025355.8-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-182118.60-025355.8/public/sdb-v2-182118.60-025355.8-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-182118.60-025355.8/public/sdb-v2-182118.60-025355.8-mnest/phoenix_m_.json,0.0029603500057229426
